Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Close,High,Low,Open
28/07/2020,"13,00","13,00","13,00","13,00","1,50K","0,00%",13.0,13.0,13.0,13.0
29/07/2020,"13,00","13,00","13,00","13,00","1,30K","0,00%",13.0,13.0,13.0,13.0
03/08/2020,"13,00","13,00","13,00","13,00","20,21K","0,00%",13.0,13.0,13.0,13.0
04/08/2020,"13,00","13,00","13,00","13,00","110,00K","0,00%",13.0,13.0,13.0,13.0
05/08/2020,"13,00","13,00","13,00","13,00","0,64K","0,00%",13.0,13.0,13.0,13.0
06/08/2020,"13,00","13,00","13,00","13,00","11,01K","0,00%",13.0,13.0,13.0,13.0
10/08/2020,"13,00","13,00","13,00","13,00","2,59K","0,00%",13.0,13.0,13.0,13.0
12/08/2020,"13,00","13,00","13,00","13,00","150,50K","0,00%",13.0,13.0,13.0,13.0
13/08/2020,"13,00","13,00","13,00","13,00","6,15K","0,00%",13.0,13.0,13.0,13.0
14/08/2020,"13,00","13,00","13,00","13,00","6,04K","0,00%",13.0,13.0,13.0,13.0
18/08/2020,"13,00","13,00","13,00","13,00","1,68K","0,00%",13.0,13.0,13.0,13.0
19/08/2020,"13,00","13,00","13,00","13,00","1,00K","0,00%",13.0,13.0,13.0,13.0
20/08/2020,"13,00","13,00","13,00","13,00","5,35K","0,00%",13.0,13.0,13.0,13.0
24/08/2020,"13,00","13,00","13,00","13,00","5,54K","0,00%",13.0,13.0,13.0,13.0
25/08/2020,"13,00","13,00","13,00","13,00","36,00K","0,00%",13.0,13.0,13.0,13.0
26/08/2020,"13,00","13,00","13,00","13,00","3,80K","0,00%",13.0,13.0,13.0,13.0
27/08/2020,"13,00","13,00","13,00","13,00","0,97K","0,00%",13.0,13.0,13.0,13.0
28/08/2020,"13,00","13,00","13,00","13,00","5,00K","0,00%",13.0,13.0,13.0,13.0
01/09/2020,"13,00","13,00","13,00","13,00","54,50K","0,00%",13.0,13.0,13.0,13.0
02/09/2020,"13,00","13,00","13,00","13,00","1,00K","0,00%",13.0,13.0,13.0,13.0
03/09/2020,"13,00","13,00","13,00","13,00","0,22K","0,00%",13.0,13.0,13.0,13.0
04/09/2020,"13,00","13,00","13,00","13,00","6,40K","0,00%",13.0,13.0,13.0,13.0
07/09/2020,"13,00","13,00","13,00","13,00","0,90K","0,00%",13.0,13.0,13.0,13.0
